Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
8-Stringer__s	8-Stringer	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
singing__t	singing	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
chamber music__t	chamber music	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
sound ingeneer__s	sound ingeneer	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
Chris Southgate Music__s	Chris Southgate Music	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
recording__t	recording	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
music__t	music	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
bands__t	bands	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
music industry__t	music industry	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
arranging__t	arranging	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
PIANIST__s	PIANIST	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
rock music__t	rock music	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
opera__t	opera	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
sound__t	sound	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
music production__t	music production	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
SINGER__s	SINGER	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
music theory__t	music theory	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
composer / maker of Noiz / artist__s	composer / maker of Noiz / artist	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
Lyric writer__s	Lyric writer	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
songwriting__t	songwriting	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
Composer, music professor__s	Composer, music professor	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
audio editing__t	audio editing	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
Music producer , sound designer.__s	Music producer , sound designer.	2.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
studio recording__t	studio recording	1.0	3	3.14	26___Legal, social and cultural professionals	265___Creative and performing artists
video editing__t	video editing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
travel photography__t	travel photography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
adobe illustrator__t	adobe illustrator	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
independent photographer__s	independent photographer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
directing__t	directing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
gerant sarl__s	gerant sarl	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Artist Photographer__s	Artist Photographer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
motion graphics__t	motion graphics	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
compositing__t	compositing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Demonstrator__s	Demonstrator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
draping__t	draping	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
photography__t	photography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
contemporary art__t	contemporary art	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Webdesigner Freelance__s	Webdesigner Freelance	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
acrylic painting__t	acrylic painting	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Artistic Directors__s	Artistic Directors	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
final cut pro__t	final cut pro	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Art Consultant & Curator__s	Art Consultant & Curator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
theatre__t	theatre	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
film production__t	film production	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
creative writing__t	creative writing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
food styling__t	food styling	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
multimedia artist__s	multimedia artist	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Author, Illustrator__s	Author, Illustrator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Art Director - founder__s	Art Director - founder	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Sound Supervisor / Re recording Mixer__s	Sound Supervisor / Re recording Mixer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
sketching__t	sketching	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Fashion Designer-Paris__s	Fashion Designer-Paris	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
photo shoots__t	photo shoots	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
storytelling__t	storytelling	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
painting__t	painting	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
illustrator__t	illustrator	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Director Filmmaker - Producer__s	Director Filmmaker - Producer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Lead UI UX Designer__s	Lead UI UX Designer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Visual ARTISTE__s	Visual ARTISTE	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
multimedia__t	multimedia	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
construction drawings__t	construction drawings	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
image editing__t	image editing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
fruity loops__t	fruity loops	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Capoeira Instructor__s	Capoeira Instructor	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
mixed media__t	mixed media	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
18 Hubs__s	18 Hubs	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
comedy__t	comedy	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Graphic Designer Internship__s	Graphic Designer Internship	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
rhinoceros__t	rhinoceros	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Stained glass artist__s	Stained glass artist	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Interior Designer__s	Interior Designer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Photographer SP__s	Photographer SP	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Food stylist and photographer__s	Food stylist and photographer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
screen printing__t	screen printing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
fashion photography__t	fashion photography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
branding consultancy__t	branding consultancy	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
SYLVIE__s	SYLVIE	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
art painter---illustrator__s	art painter---illustrator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
videography__t	videography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
drawing__t	drawing	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
photographe__s	photographe	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
arnold__t	arnold	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Creator__s	Creator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
3d rendering__t	3d rendering	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
maya__t	maya	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
French BeatProducer__s	French BeatProducer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Industrial Designer__s	Industrial Designer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
MAKE-UP ARTIST & HAIR__s	MAKE-UP ARTIST & HAIR	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Director of Photography / Cinematographer__s	Director of Photography / Cinematographer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Web master__s	Web master	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
studio photography__t	studio photography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
stage__t	stage	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Own Boss__s	Own Boss	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
clay__t	clay	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
business cards__t	business cards	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
lighting__t	lighting	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Art Director__s	Art Director	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Lighter / Renderer / Compositer Artist__s	Lighter / Renderer / Compositer Artist	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
architectural photography__t	architectural photography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Photographe__s	Photographe	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Summer Internship__s	Summer Internship	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
architectural design__t	architectural design	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
designer__s	designer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
branding & identity__t	branding & identity	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Assignment editor__s	Assignment editor	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
magazines__t	magazines	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
2nd Camera Assistante__s	2nd Camera Assistante	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
performing arts__t	performing arts	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
PHOTOGRAPHER__s	PHOTOGRAPHER	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Freelance Photographer__s	Freelance Photographer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
film__t	film	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Filmmaker, Photographer & Graphic Designer__s	Filmmaker, Photographer & Graphic Designer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
after effects__t	after effects	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Designer__s	Designer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
digital art__t	digital art	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
typography__t	typography	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Artist_Teacher__s	Artist_Teacher	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
artiste__s	artiste	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Infographiste__s	Infographiste	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Internship VFX__s	Internship VFX	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
creative direction__t	creative direction	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
computer animation__t	computer animation	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Curator__s	Curator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Make Up Artist Free Lance__s	Make Up Artist Free Lance	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
webmaster - webdesigner__s	webmaster - webdesigner	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Pianist__s	Pianist	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Potter retired__s	Potter retired	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
fashion illustration__t	fashion illustration	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
photoshop__t	photoshop	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Designer / Director__s	Designer / Director	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Artiste/Illustrator/Painter__s	Artiste/Illustrator/Painter	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Graphic Design Intern__s	Graphic Design Intern	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Advanced Consultant Engineer__s	Advanced Consultant Engineer	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
filmmaker__t	filmmaker	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
visual artist and performance__s	visual artist and performance	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
design research__t	design research	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Illustrator__s	Illustrator	2.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
flash__t	flash	1.0	3	3.4	26___Legal, social and cultural professionals	26___Legal, social and cultural professionals
Writer__s	Writer	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Delegate / Head of Sub-delegation__s	Delegate / Head of Sub-delegation	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
pack office__t	pack office	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
spanish__t	spanish	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Career Diplomat__s	Career Diplomat	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Salesforce.com Developer, Advanced Administrator__s	Salesforce.com Developer, Advanced Administrator	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Translator-interpreter__s	Translator-interpreter	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Senior Programme Associate__s	Senior Programme Associate	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Administrative Assistant & Executive Assistant__s	Administrative Assistant & Executive Assistant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
museum education__t	museum education	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
subtitling__t	subtitling	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Broker__s	Broker	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Manager Assistant__s	Manager Assistant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Intelligence Analyst__s	Intelligence Analyst	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Head of Publications__s	Head of Publications	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Translator Interpreter__s	Translator Interpreter	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Presentation Designer - PowerPoint & Keynote__s	Presentation Designer - PowerPoint & Keynote	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
IT Technician - Network administrator__s	IT Technician - Network administrator	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
IT Manager R&D__s	IT Manager R&D	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
japanese__t	japanese	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
teamwork__t	teamwork	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Translator FR/EN/DE -> NL__s	Translator FR/EN/DE -> NL	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
capacity building__t	capacity building	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Foreign Language Assistant (English)__s	Foreign Language Assistant (English)	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
ngos__t	ngos	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Promotions & Programs Marketing Manager France__s	Promotions & Programs Marketing Manager France	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
English teacher__s	English teacher	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
proofreader__s	proofreader	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
international relations__t	international relations	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
proofreading__t	proofreading	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
brazilian portuguese__t	brazilian portuguese	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Junior Consultant__s	Junior Consultant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Intership__s	Intership	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Food Security and Livelihoods Coordinator__s	Food Security and Livelihoods Coordinator	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Assistant Commercial et Supply-Chain__s	Assistant Commercial et Supply-Chain	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
british literature__t	british literature	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Intern at the Strategy Department__s	Intern at the Strategy Department	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Senior Legal Advisor__s	Senior Legal Advisor	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Research executive, Research Dpt__s	Research executive, Research Dpt	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Designer/owner__s	Designer/owner	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Freelance Translator__s	Freelance Translator	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
books__t	books	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Translator & Editor__s	Translator & Editor	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
PRAG__s	PRAG	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Translator / Proofreader__s	Translator / Proofreader	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Analyst__s	Analyst	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Programme Officer__s	Programme Officer	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
international organizations__t	international organizations	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
editing__t	editing	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Associate Producer__s	Associate Producer	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Medical Writer__s	Medical Writer	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
social sciences__t	social sciences	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Senior engineer__s	Senior engineer	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
russian to english__t	russian to english	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Writer and music publisher__s	Writer and music publisher	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Social Media Consultant__s	Social Media Consultant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Editor music - live transmissions__s	Editor music - live transmissions	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
SALES + EXPORT__s	SALES + EXPORT	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Facilities Manager__s	Facilities Manager	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
writer, editor, proofreader__s	writer, editor, proofreader	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
writing__t	writing	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
english__t	english	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
published author__t	published author	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
retired translator__s	retired translator	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Humanitarian Affair Officer__s	Humanitarian Affair Officer	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
international human rights__t	international human rights	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Chief Notary__s	Chief Notary	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Deputy Executive Secretary__s	Deputy Executive Secretary	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
altiste__s	altiste	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Interior Decorator__s	Interior Decorator	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Conference Assistant__s	Conference Assistant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Accompanist pianist__s	Accompanist pianist	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
sugar__t	sugar	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
human rights__t	human rights	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Purchase assistant__s	Purchase assistant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
newspapers__t	newspapers	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
book reviews__t	book reviews	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Pape Niokhor Fall, Director__s	Pape Niokhor Fall, Director	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Translator and interpreter__s	Translator and interpreter	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Product Engineering__s	Product Engineering	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
chinese__t	chinese	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Financial Controller + Manager Accounting IS__s	Financial Controller + Manager Accounting IS	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
breaking news__t	breaking news	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Assistant formation__s	Assistant formation	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Assistant Project Manager__s	Assistant Project Manager	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
food and beverage__t	food and beverage	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Senior Programme Assistant__s	Senior Programme Assistant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Administrative Assistant__s	Administrative Assistant	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Stand-in__s	Stand-in	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
Professional Retraining__s	Professional Retraining	2.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
french__t	french	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
language services__t	language services	1.0	4	4.5	24___Business and administration professionals	24___Business and administration professionals
corporate law__t	corporate law	1.0	4	4.8	24___Business and administration professionals	33___Business and administration associate professionals
Indirect Tax Senior Manager__s	Indirect Tax Senior Manager	2.0	4	4.8	24___Business and administration professionals	33___Business and administration associate professionals
copyright law__t	copyright law	1.0	4	4.8	24___Business and administration professionals	33___Business and administration associate professionals
Attorney at law__s	Attorney at law	2.0	4	4.8	24___Business and administration professionals	33___Business and administration associate professionals
Equity Partner__s	Equity Partner	2.0	4	4.8	24___Business and administration professionals	33___Business and administration associate professionals
licensing__t	licensing	1.0	4	4.8	24___Business and administration professionals	33___Business and administration associate professionals
Manager/translator__s	Manager/translator	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Quality Assurance Manager__s	Quality Assurance Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
ISSOIRE DIS__s	ISSOIRE DIS	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Event Logistics Director__s	Event Logistics Director	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
professor, researcher__s	professor, researcher	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Website Project Manager__s	Website Project Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Visual Merchandising Designer__s	Visual Merchandising Designer	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Exports and online sales assistant__s	Exports and online sales assistant	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Sell & Support Application Services Leader__s	Sell & Support Application Services Leader	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Collaboratrice d'Architecte__s	Collaboratrice d'Architecte	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Geomatics internship__s	Geomatics internship	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Retired journalist__s	Retired journalist	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Comparative Literature Professor__s	Comparative Literature Professor	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Global Head of Treasury__s	Global Head of Treasury	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
English language Teacher__s	English language Teacher	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
PDG New Vision__s	PDG New Vision	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Architect's Assistant__s	Architect's Assistant	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Assistant Site Manager (Internship)__s	Assistant Site Manager (Internship)	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Responsable Marketing Web__s	Responsable Marketing Web	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Inf__s	Inf	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
CHARGE D'AFFAIRES FRANCE & EXPORT__s	CHARGE D'AFFAIRES FRANCE & EXPORT	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Sales assistant intern__s	Sales assistant intern	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Architect at Polyrythmic Achitecture__s	Architect at Polyrythmic Achitecture	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Architecte D.P.L.G.__s	Architecte D.P.L.G.	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Customer Service Rep__s	Customer Service Rep	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Fraud Analyst__s	Fraud Analyst	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
